date,adj_close
2010-01-04,24.740280151367188
2010-01-05,24.7125301361084
2010-01-06,24.668100357055664
2010-01-07,24.934663772583008
2010-01-08,24.75139808654785
2010-01-11,24.895788192749023
2010-01-12,24.479291915893555
2010-01-13,24.973535537719727
2010-01-14,24.95132064819336
2010-01-15,24.762502670288086
2010-01-19,25.267864227294922
2010-01-20,24.98465347290039
2010-01-21,24.26825714111328
2010-01-22,23.657384872436523
2010-01-25,23.823991775512695
2010-01-26,23.601848602294922
2010-01-27,23.812885284423828
2010-01-28,23.607410430908203
2010-01-29,23.47412109375
2010-02-01,23.9017333984375
2010-02-02,24.22939109802246
2010-02-03,23.83509063720703
2010-02-04,22.95210838317871
2010-02-05,23.37416648864746
2010-02-08,22.86324691772461
2010-02-09,22.791051864624023
2010-02-10,22.835487365722656
2010-02-11,23.052064895629883
2010-02-12,23.324180603027344
2010-02-16,23.985034942626953
2010-02-17,24.20162582397461
2010-02-18,24.562583923339844
2010-02-19,24.579252243041992
2010-02-22,24.640338897705078
2010-02-23,24.451513290405273
2010-02-24,24.701412200927734
2010-02-25,24.79583740234375
2010-02-26,24.78472328186035
2010-03-01,24.995744705200195
2010-03-02,25.006847381591797
2010-03-03,24.940216064453125
2010-03-04,25.095699310302734
2010-03-05,25.778770446777344
2010-03-08,26.039779663085938
2010-03-09,26.100866317749023
2010-03-10,26.334108352661133
2010-03-11,26.48960304260254
2010-03-12,26.70063591003418
2010-03-15,26.639545440673828
2010-03-16,27.283748626708984
2010-03-17,27.68914794921875
2010-03-18,27.53919219970703
2010-03-19,27.239307403564453
2010-03-22,27.583620071411133
2010-03-23,27.50587272644043
2010-03-24,27.655807495117188
2010-03-25,27.7235107421875
2010-03-26,27.578044891357422
2010-03-29,27.661968231201172
2010-03-30,27.622798919677734
2010-03-31,27.309476852416992
2010-04-01,27.44935417175293
2010-04-05,28.053619384765625
2010-04-06,28.697063446044922
2010-04-07,28.064817428588867
2010-04-08,28.09838104248047
2010-04-09,28.49563980102539
2010-04-12,28.316593170166016
2010-04-13,29.010379791259766
2010-04-14,29.05513572692871
2010-04-15,28.26064109802246
2010-04-16,27.611610412597656
2010-04-19,27.734704971313477
2010-04-20,28.204687118530273
2010-04-21,28.697063446044922
2010-04-22,29.139060974121094
2010-04-23,29.52512550354004
2010-04-26,29.760108947753906
2010-04-27,28.808961868286133
2010-04-28,28.898468017578125
2010-04-29,30.202129364013672
2010-04-30,29.262147903442383
2010-05-03,30.23569679260254
2010-05-04,29.547500610351562
